Company Name,Market Cap,Year,Quarter,Negative Sentiment Score,Positive Sentiment Score,Neutral Sentiment Score,Negative Sentiment Count,Positive Sentiment Count,Neutral Sentiment Count,Doc Sentiment Score,Symbol,Sector
"nCino, Inc.",3248630760,2023,2,0.059130435,0.285291976,0.655577589,0.064705882,0.282352941,0.652941176,0.217647059,NCNO,technology
NICE Ltd.,12379010280,2023,2,0.032960191,0.381384907,0.585654902,0.036363636,0.377272727,0.586363636,0.340909091,NICE,technology
"Near Intelligence, Inc.",21978406,2023,2,0.036368703,0.366454298,0.597176999,0.042780749,0.368983957,0.588235294,0.326203209,NIR,technology
Nogin Inc.,7875746,2023,2,0.061848427,0.274336519,0.663815054,0.061674009,0.27753304,0.660792952,0.215859031,NOGN,technology
ServiceNow Inc,1.13015E+11,2023,2,0.019571215,0.386340593,0.594088192,0.021052632,0.385263158,0.593684211,0.364210526,NOW,technology
"Nerdy, Inc.",714204406,2023,2,0.040934251,0.581548007,0.377517742,0.046332046,0.575289575,0.378378378,0.528957529,NRDY,technology
NetSol Technologies Inc,26439660,2023,2,0.089131489,0.303441126,0.607427385,0.09375,0.298611111,0.607638889,0.204861111,NTWK,technology
Oneconnect Financial Technology Co,127918032,2023,2,0.14925052,0.323289396,0.527460084,0.151394422,0.322709163,0.525896414,0.171314741,OCFT,technology
Olo Inc,1036703955,2023,2,0.021317637,0.346704937,0.631977427,0.020833333,0.345238095,0.633928571,0.324404762,OLO,technology
Omniq Corp,20031640,2023,2,0.068350022,0.465874041,0.465775937,0.068493151,0.470319635,0.461187215,0.401826484,OMQS,technology
ON24 Inc,307749453,2023,2,0.15891509,0.35239443,0.48869048,0.157706093,0.35483871,0.487455197,0.197132616,ONTF,technology
OppFi Inc.,267300000,2023,2,0.04968165,0.441093585,0.509224765,0.052941176,0.435294118,0.511764706,0.382352941,OPFI,technology
Open Text Corporation,10112437800,2023,2,0.029954527,0.359539749,0.610505724,0.031578947,0.363157895,0.605263158,0.331578947,OTEX,technology
Paltalk Inc,17983212,2023,2,0.055837618,0.313861547,0.630300835,0.055555556,0.314814815,0.62962963,0.259259259,PALT,technology
PAR Technology Corporation,1041976120,2023,2,0.065531456,0.367629658,0.566838886,0.071960298,0.364764268,0.563275434,0.29280397,PAR,technology
Paycom Soft,16415704815,2023,2,0.037460156,0.181710731,0.780829113,0.041841004,0.182008368,0.776150628,0.140167364,PAYC,technology
Procore Technologies Inc,8762860260,2023,2,0.084919591,0.248412623,0.666667785,0.087912088,0.252747253,0.659340659,0.164835165,PCOR,technology
Paylocity Holding Corporation,10828571145,2023,2,0.034107852,0.359156092,0.606736055,0.037837838,0.359459459,0.602702703,0.321621622,PCTY,technology
"Park City Group, Inc.",164285305,2023,2,0.104906135,0.27667419,0.618419675,0.10989011,0.274725275,0.615384615,0.164835165,PCYG,technology
"PDF Solutions, Inc.",1287735246,2023,2,0.055335498,0.2809586,0.663705902,0.057228916,0.286144578,0.656626506,0.228915663,PDFS,technology
Pegasystems Inc.,3823681708,2023,2,0.062208329,0.340685913,0.597105757,0.065420561,0.341121495,0.593457944,0.275700935,PEGA,technology
Wag! Group Co.,82475580,2023,2,0.060193793,0.324850283,0.614955924,0.063291139,0.320675105,0.616033755,0.257383966,PET,technology
"Phunware, Inc.",34767388,2023,2,0.02904837,0.267947953,0.703003677,0.028089888,0.269662921,0.702247191,0.241573034,PHUN,technology
ePlus inc,1662504426,2023,2,0.067078658,0.397866802,0.53505454,0.073170732,0.390243902,0.536585366,0.317073171,PLUS,technology
"Porch Group, Inc.",84102541,2023,2,0.114087377,0.331245061,0.554667562,0.121281465,0.33180778,0.546910755,0.210526316,PRCH,technology
Progress Software Corporation,2565532560,2023,2,0.033793813,0.365019994,0.601186193,0.039568345,0.363309353,0.597122302,0.323741007,PRGS,technology
PROS Holdings Inc,1609702068,2023,2,0.054963999,0.371559125,0.573476876,0.055194805,0.37012987,0.574675325,0.314935065,PRO,technology
"Presto Automation, Inc.",183264250,2023,2,0.024306294,0.258654635,0.717039071,0.025125628,0.261306533,0.713567839,0.236180905,PRST,technology
PTC Inc,16684222410,2023,2,0.056260117,0.344459019,0.599280864,0.059952038,0.342925659,0.597122302,0.282973621,PTC,technology
Pubmatic Inc,630522440,2023,2,0.116807733,0.371371952,0.511820315,0.118025751,0.369098712,0.512875536,0.251072961,PUBM,technology
Powerschool Holdings Inc,4289341120,2023,2,0.024292643,0.377180025,0.598527332,0.026369168,0.379310345,0.594320487,0.352941176,PWSC,technology
"Paycor HCM, Inc.",4016171432,2023,2,0.060002667,0.274436776,0.665560557,0.063394683,0.27402863,0.662576687,0.210633947,PYCR,technology
"Q2 Holdings, Inc.",1897261320,2023,2,0.048920493,0.395513131,0.555566376,0.05370844,0.388746803,0.557544757,0.335038363,QTWO,technology
"Rubicon Technologies, Inc.",130147812,2023,2,0.023489887,0.426658339,0.549851774,0.029069767,0.424418605,0.546511628,0.395348837,RBT,technology
Red Violet Inc,292678716,2023,2,0.024485395,0.392744197,0.582770408,0.024193548,0.39516129,0.580645161,0.370967742,RDVT,technology
Rimini Street Inc,226730700,2023,2,0.072765141,0.226874097,0.700360762,0.075,0.228125,0.696875,0.153125,RMNI,technology
"RingCentral, Inc.",2738764049,2023,2,0.019339411,0.371759171,0.608901418,0.021686747,0.371084337,0.607228916,0.34939759,RNG,technology
Riskified Ltd,769185572,2023,2,0.054437973,0.316577538,0.62898449,0.054901961,0.31372549,0.631372549,0.258823529,RSKD,technology
Research Solutions Inc,63426720,2023,2,0.06183923,0.276808213,0.661352557,0.067137809,0.275618375,0.657243816,0.208480565,RSSS,technology
Rumble Inc.,1945535975,2023,2,0.030639857,0.262988111,0.706372031,0.032051282,0.269230769,0.698717949,0.237179487,RUM,technology
SAP SE,1.68699E+11,2023,2,0.064682593,0.388416783,0.546900624,0.065789474,0.384868421,0.549342105,0.319078947,SAP,technology
"SpringBig Holdings, Inc.",8520405,2023,2,0.112571899,0.360307668,0.527120433,0.115942029,0.355072464,0.528985507,0.239130435,SBIG,technology
"SeaChange International, Inc.",12869764,2023,2,0.037043335,0.487131385,0.47582528,0.040540541,0.486486486,0.472972973,0.445945946,SEAC,technology
"Semrush Holdings, Inc.",1248470123,2023,2,0.031846069,0.430690068,0.537463863,0.033248082,0.427109974,0.539641944,0.393861893,SEMR,technology
Shopify Inc,68974313339,2023,2,0.024516291,0.481849033,0.493634675,0.028368794,0.479905437,0.491725768,0.451536643,SHOP,technology
Smartsheet Inc.,5316262320,2023,2,0.057946637,0.264609115,0.677444248,0.060948081,0.266365688,0.67268623,0.205417607,SMAR,technology
"SmartRent, Inc.",670182267,2023,2,0.075277868,0.325310549,0.599411582,0.076086957,0.329710145,0.594202899,0.253623188,SMRT,technology
Smith Micro Software Inc,99306324,2023,2,0.101180775,0.385963071,0.512856153,0.106976744,0.386046512,0.506976744,0.279069767,SMSI,technology
Snowflake Inc.,49497692000,2023,2,0.063607195,0.2045245,0.731868306,0.066532258,0.205645161,0.727822581,0.139112903,SNOW,technology
SoundHound AI Inc,513045132,2023,2,0.042263636,0.350773374,0.606962989,0.041420118,0.352071006,0.606508876,0.310650888,SOUN,technology
Sapiens International Corporation N.V.,1628803928,2023,2,0.032552459,0.353347063,0.614100478,0.032727273,0.356363636,0.610909091,0.323636364,SPNS,technology
"Sprout Social, Inc.",2534444729,2023,2,0.055152456,0.398568909,0.546278635,0.057142857,0.395238095,0.547619048,0.338095238,SPT,technology
Sportradar Group AG,3412039680,2023,2,0.026122156,0.291762392,0.682115452,0.02811245,0.293172691,0.678714859,0.265060241,SRAD,technology
"SS&C Technologies Holdings, Inc.",13719204051,2023,2,0.059126631,0.253024721,0.687848648,0.067961165,0.252427184,0.67961165,0.184466019,SSNC,technology
"ShotSpotter, Inc.",250416385,2023,2,0.052102316,0.229516334,0.71838135,0.053571429,0.228571429,0.717857143,0.175,SSTI,technology
Semantix Inc.,92004232,2023,2,0.042855561,0.423929551,0.533214887,0.044444444,0.42962963,0.525925926,0.385185185,STIX,technology
"SurgePays, Inc.",72508928,2023,2,0.020599667,0.281873321,0.697527012,0.021008403,0.285714286,0.693277311,0.264705882,SURG,technology
Atlassian Corp Plc,47327839787,2023,2,0.070697449,0.257882688,0.671419863,0.072992701,0.260340633,0.666666667,0.187347932,TEAM,technology
Trade Desk Inc,35852258633,2023,2,0.065600384,0.332689662,0.601709954,0.071129707,0.332635983,0.59623431,0.261506276,TTD,technology
"Tyler Technologies, Inc.",15724083765,2023,2,0.071082085,0.285955601,0.642962315,0.071661238,0.283387622,0.64495114,0.211726384,TYL,technology
Unity Software Inc,13067487028,2023,2,0.034145664,0.350536953,0.615317383,0.037593985,0.345864662,0.616541353,0.308270677,U,technology
Uber Technologies Inc,90323533614,2023,2,0.036276663,0.337768758,0.625954579,0.038575668,0.338278932,0.623145401,0.299703264,UBER,technology
"Upbound Group, Inc.",1639410885,2023,2,0.136838822,0.361361312,0.501799866,0.138666667,0.354666667,0.506666667,0.216,UPBD,technology
"Upland Software, Inc.",80940295,2023,2,0.079580439,0.212960364,0.707459197,0.080808081,0.212121212,0.707070707,0.131313131,UPLD,technology
"Vacasa, Inc.",273567651,2023,2,0.099354088,0.324091699,0.576554213,0.102678571,0.321428571,0.575892857,0.21875,VCSA,technology
"Vertex, Inc.",3296843576,2023,2,0.033215802,0.4847683,0.482015898,0.034188034,0.482905983,0.482905983,0.448717949,VERX,technology
"Vimeo, Inc.",651538992,2023,2,0.053771853,0.324287927,0.62194022,0.058252427,0.330097087,0.611650485,0.27184466,VMEO,technology
Aware Inc,31223397,2023,2,0.032436672,0.352979433,0.614583895,0.033210332,0.350553506,0.616236162,0.317343173,AWRE,technology
Alteryx Inc,1996375096,2023,2,0.070035244,0.306257045,0.623707711,0.074941452,0.299765808,0.62529274,0.224824356,AYX,technology
"Aspen Technology, Inc.",12538464552,2023,2,0.038771661,0.338295284,0.622933055,0.039473684,0.336842105,0.623684211,0.297368421,AZPN,technology
Brightcove Inc,163715268,2023,2,0.08599352,0.419186728,0.494819752,0.08988764,0.415730337,0.494382022,0.325842697,BCOV,technology
"BigCommerce Holdings, Inc.",794700868,2023,2,0.073294118,0.485280563,0.441425319,0.076586433,0.479212254,0.444201313,0.402625821,BIGC,technology
"BILL Holdings, Inc.",11439686580,2023,2,0.074996909,0.322057056,0.602946035,0.07852194,0.321016166,0.600461894,0.242494226,BILL,technology
"BlackLine, Inc.",3144161042,2023,2,0.036000764,0.337515582,0.626483654,0.037527594,0.337748344,0.624724062,0.300220751,BL,technology
"Blackbaud, Inc.",3917965524,2023,2,0.016117747,0.39765433,0.586227923,0.017964072,0.398203593,0.583832335,0.380239521,BLKB,technology
"Blend Labs, Inc.",292621216,2023,2,0.034271863,0.542701578,0.423026559,0.037453184,0.535580524,0.426966292,0.498127341,BLND,technology
Bumble Inc,5393387212,2023,2,0.034174555,0.422754298,0.543071147,0.035971223,0.42206235,0.541966427,0.386091127,BMBL,technology
Bm Technologies Inc,30487139,2023,2,0.064401658,0.312086245,0.623512097,0.070093458,0.317757009,0.612149533,0.247663551,BMTX,technology
Braze Inc,4044981357,2023,2,0.08117143,0.352773338,0.566055232,0.086075949,0.346835443,0.567088608,0.260759494,BRZE,technology
BSQUARE Corporation,23384205,2023,2,0.132390979,0.241755413,0.625853608,0.128712871,0.247524752,0.623762376,0.118811881,BSQR,technology
Bentley Systems Inc,13536184311,2023,2,0.073590666,0.357209681,0.569199652,0.076142132,0.355329949,0.568527919,0.279187817,BSY,technology
"Calix, Inc.",2661421600,2023,2,0.042463355,0.310157175,0.64737947,0.044811321,0.308962264,0.646226415,0.264150943,CALX,technology
VIQ Solutions Inc.,8898043,2023,2,0.142536123,0.368427937,0.489035941,0.145038168,0.366412214,0.488549618,0.221374046,VQS,technology
VTEX,993594213,2023,2,0.041070368,0.497807781,0.46112185,0.046263345,0.494661922,0.459074733,0.448398577,VTEX,technology
Workday Inc,59307030682,2023,2,0.053987477,0.352738169,0.593274353,0.058823529,0.352941176,0.588235294,0.294117647,WDAY,technology
Weave Communications Inc,680555220,2023,2,0.04343098,0.382182304,0.574386716,0.045977011,0.379310345,0.574712644,0.333333333,WEAV,technology
Where Food Comes From Inc,78661885,2023,2,0.022438565,0.437208989,0.540352446,0.025974026,0.441558442,0.532467532,0.415584416,WFCF,technology
Workiva Inc.,5202341283,2023,2,0.031189355,0.376212708,0.592597937,0.036619718,0.374647887,0.588732394,0.338028169,WK,technology
Walkme Ltd,780100863,2023,2,0.062548963,0.414865621,0.522585416,0.063660477,0.405835544,0.530503979,0.342175066,WKME,technology
Exela Technologies Inc,25738921,2023,2,0.068250248,0.398569324,0.533180428,0.068181818,0.393939394,0.537878788,0.325757576,XELA,technology
Yalla Group Ltd,745260068,2023,2,0.025272635,0.431358452,0.543368912,0.027667984,0.43083004,0.541501976,0.403162055,YALA,technology
"Clear Secure, Inc.",3373485966,2023,2,0.042503566,0.314348228,0.643148206,0.048442907,0.307958478,0.643598616,0.259515571,YOU,technology
Zeta Global Holdings Corp,1545645949,2023,2,0.05975013,0.410929578,0.529320291,0.061333333,0.405333333,0.533333333,0.344,ZETA,technology
ZoomInfo Technologies Inc.,7871139321,2023,2,0.138773005,0.227984497,0.633242499,0.141025641,0.226495726,0.632478632,0.085470085,ZI,technology
Zoom Video Communications Inc,20015851477,2023,2,0.041894157,0.305919724,0.652186119,0.047151277,0.304518664,0.648330059,0.257367387,ZM,technology
"Advanced Emissions Solutions, Inc.",52007390,2023,2,0.119884627,0.277284916,0.602830457,0.124223602,0.273291925,0.602484472,0.149068323,ADES,industrials
CECO Environmental Corp.,451408635,2023,2,0.011691042,0.433220515,0.555088443,0.012931034,0.431034483,0.556034483,0.418103448,CECO,industrials
"Energy Recovery, Inc.",1554630284,2023,2,0.131593537,0.200469117,0.667937346,0.137055838,0.203045685,0.659898477,0.065989848,ERII,industrials
Federal Signal Corporation,3638075925,2023,2,0.051279506,0.402223652,0.546496841,0.056962025,0.398734177,0.544303797,0.341772152,FSS,industrials
Fuel Tech Inc,33022967,2023,2,0.094361186,0.214230654,0.69140816,0.093023256,0.217054264,0.689922481,0.124031008,FTEK,industrials
"LiqTech International, Inc.",19862844,2023,2,0.050151909,0.491084858,0.458763233,0.052910053,0.492063492,0.455026455,0.439153439,LIQT,industrials
"PureCycle Technologies, Inc.",1617059600,2023,2,0.056191336,0.297460686,0.646347978,0.057654076,0.296222664,0.64612326,0.238568588,PCT,industrials
TOMI Environmental Solutions Inc,24185280,2023,2,0.032164514,0.26005831,0.707777176,0.034146341,0.263414634,0.702439024,0.229268293,TOMZ,industrials
Zurn Elkay Water Solutions Corporation,5024517400,2023,2,0.095344799,0.255663186,0.648992015,0.1003861,0.254826255,0.644787645,0.154440154,ZWS,industrials
Archer-Daniels-Midland Company,44937834510,2023,2,0.128383148,0.362573644,0.509043208,0.129716981,0.358490566,0.511792453,0.228773585,ADM,consumer-staples
Adecoagro S.A.,1173308700,2023,2,0.06925336,0.340210705,0.590535935,0.071917808,0.339041096,0.589041096,0.267123288,AGRO,consumer-staples
"Alico, Inc.",181231678,2023,2,0.189290471,0.152379798,0.658329732,0.184466019,0.165048544,0.650485437,-0.019417476,ALCO,consumer-staples
Dole plc,1155872256,2023,2,0.112265657,0.366708158,0.521026184,0.115555556,0.364444444,0.52,0.248888889,DOLE,consumer-staples
Edible Garden AG Incorporated,3562121,2023,2,0.021218888,0.408152451,0.570628661,0.023255814,0.401162791,0.575581395,0.377906977,EDBL,consumer-staples
Fresh Del Monte Produce Inc.,1261917371,2023,2,0.107853605,0.294832721,0.597313674,0.116666667,0.288888889,0.594444444,0.172222222,FDP,consumer-staples
Limoneira Co,268964344,2023,2,0.087832104,0.180229586,0.73193831,0.087912088,0.186813187,0.725274725,0.098901099,LMNR,consumer-staples
BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,470315608,2023,2,0.0972126,0.189490001,0.7132974,0.100854701,0.18974359,0.709401709,0.088888889,LND,consumer-staples
Local Bounti Corporation,25421578,2023,2,0.096613297,0.299660487,0.603726216,0.100502513,0.301507538,0.59798995,0.201005025,LOCL,consumer-staples
S&W Seed Company,43393640,2023,2,0.083849838,0.25163514,0.664515023,0.088757396,0.25443787,0.656804734,0.165680473,SANW,consumer-staples
Sadot Group Inc.,50700000,2023,2,0.039338992,0.19217101,0.768489998,0.043814433,0.190721649,0.765463918,0.146907216,SDOT,consumer-staples
Tyson Foods Inc,19491038965,2023,2,0.162460679,0.36178614,0.475753181,0.168260038,0.355640535,0.476099426,0.187380497,TSN,consumer-staples
Village Farms International Inc,100648207,2023,2,0.075581954,0.354127082,0.570290964,0.079229122,0.355460385,0.565310493,0.276231263,VFF,consumer-staples
"Vital Farms, Inc.",507327192,2023,2,0.111546481,0.302512173,0.585941346,0.118309859,0.301408451,0.58028169,0.183098592,VITL,consumer-staples
Bunge Limited,17018327820,2023,2,0.071591113,0.310279414,0.618129473,0.075342466,0.303652968,0.621004566,0.228310502,BG,consumer-staples
Advent Technologies Holdings Inc,31566285,2023,2,0.038388727,0.228468688,0.733142586,0.040816327,0.229591837,0.729591837,0.18877551,ADN,utilities
"Altus Power, Inc.",971428900,2023,2,0.008386402,0.290607257,0.70100634,0.008130081,0.288617886,0.703252033,0.280487805,AMPS,utilities
Algonquin Power & Utilities Corp,4944614872,2023,2,0.051008304,0.262230926,0.68676077,0.053191489,0.271276596,0.675531915,0.218085106,AQN,utilities
Constellation Energy Corporation,34423252059,2023,2,0.024563289,0.332106915,0.643329796,0.028169014,0.329577465,0.642253521,0.301408451,CEG,utilities
Clearway Energy Inc Class C,4761355968,2023,2,0.117268442,0.149793579,0.73293798,0.114754098,0.155737705,0.729508197,0.040983607,CWEN,utilities
"Excelerate Energy, Inc.",2072402697,2023,2,0.030885701,0.295380826,0.673733473,0.034682081,0.294797688,0.670520231,0.260115607,EE,utilities
Enlight Renewable Energy Ltd.,1942731700,2023,2,0.034446081,0.39226293,0.573290989,0.040178571,0.388392857,0.571428571,0.348214286,ENLT,utilities
"Fluence Energy, Inc.",3968439053,2023,2,0.026251295,0.359903473,0.613845232,0.032352941,0.352941176,0.614705882,0.320588235,FLNC,utilities
"Heliogen, Inc.",40884401,2023,2,0.016905583,0.230903324,0.752191093,0.017605634,0.232394366,0.75,0.214788732,HLGN,utilities
"Energy Vault Holdings, Inc.",425724000,2023,2,0.023090365,0.311514398,0.665395237,0.025723473,0.311897106,0.662379421,0.286173633,NRGV,utilities
Ormat Technologies Inc,4503616037,2023,2,0.045398231,0.313618568,0.640983201,0.049535604,0.312693498,0.637770898,0.263157895,ORA,utilities
ReNew Energy Global Plc,2251160076,2023,2,0.062513265,0.219254354,0.718232382,0.071428571,0.219387755,0.709183673,0.147959184,RNW,utilities
NuScale Power Corporation,480018994,2023,2,0.025881862,0.227070605,0.747047533,0.026022305,0.230483271,0.743494424,0.204460967,SMR,utilities
Atlantica Sustainable Infrastructure plc,2540266110,2023,2,0.035371862,0.215259908,0.74936823,0.037735849,0.218867925,0.743396226,0.181132075,AY,utilities
Brookfield Renewable Partners L.P.,17203367085,2023,2,0.056895685,0.440645691,0.502458624,0.05904059,0.435424354,0.505535055,0.376383764,BEP,utilities
Brookfield Renewable Corp,5048389800,2023,2,0.055324154,0.418657228,0.526018618,0.058219178,0.414383562,0.52739726,0.356164384,BEPC,utilities
Adient plc,3604346550,2023,2,0.115881202,0.262680049,0.621438749,0.123152709,0.25862069,0.618226601,0.13546798,ADNT,consumer-discretionary
Aeva Technologies Inc,217650552,2023,2,0.013636899,0.315333031,0.67103007,0.015,0.315,0.67,0.3,AEVA,consumer-discretionary
Allego US Inc,632706359,2023,2,0.068582155,0.276032542,0.655385303,0.070588235,0.270588235,0.658823529,0.2,ALLG,consumer-discretionary
"Allison Transmission Holdings, Inc.",5356777416,2023,2,0.062341321,0.309491023,0.628167656,0.064638783,0.311787072,0.623574144,0.247148289,ALSN,consumer-discretionary
Autoliv Inc,8068001200,2023,2,0.077497543,0.266679898,0.655822559,0.078125,0.265625,0.65625,0.1875,ALV,consumer-discretionary
Aptiv PLC,26120057815,2023,2,0.070522994,0.372705046,0.556771959,0.074270557,0.368700265,0.557029178,0.294429708,APTV,consumer-discretionary
Cooper-Standard Holdings Inc.,270445530,2023,2,0.049870838,0.389260157,0.560869005,0.052173913,0.386956522,0.560869565,0.334782609,CPS,consumer-discretionary
Commercial Vehicle Group Inc,302933365,2023,2,0.092227655,0.400563388,0.507208958,0.094462541,0.397394137,0.508143322,0.302931596,CVGI,consumer-discretionary
Dana Incorporated,2264537700,2023,2,0.129546264,0.343786085,0.526667651,0.133333333,0.342424242,0.524242424,0.209090909,DAN,consumer-discretionary
"ECARX Holdings, Inc.",1444050643,2023,2,0.018922226,0.340002009,0.641075765,0.02027027,0.341216216,0.638513514,0.320945946,ECX,consumer-discretionary
Fox Factory Holding Corp.,4481156790,2023,2,0.125285106,0.343931938,0.530782956,0.129370629,0.339160839,0.531468531,0.20979021,FOXF,consumer-discretionary
Gogoro Inc.,720375274,2023,2,0.094470494,0.319286981,0.586242524,0.098684211,0.315789474,0.585526316,0.217105263,GGR,consumer-discretionary
Gentex Corporation,7469148136,2023,2,0.077035171,0.329759622,0.593205207,0.083018868,0.328301887,0.588679245,0.245283019,GNTX,consumer-discretionary
The Goodyear Tire & Rubber Company,3616541280,2023,2,0.236252411,0.193872814,0.569874775,0.24,0.19,0.57,-0.05,GT,consumer-discretionary
Garrett Motion Inc.,2116624780,2023,2,0.019349925,0.432303569,0.548346506,0.018867925,0.427672956,0.553459119,0.408805031,GTX,consumer-discretionary
Holley Inc.,704865360,2023,2,0.066170234,0.342996722,0.590833044,0.069277108,0.343373494,0.587349398,0.274096386,HLLY,consumer-discretionary
Hesai Group American Depositary Share each ADS represents one Class B ordinary share,1247817900,2023,2,0.0681918,0.29794266,0.63386554,0.069767442,0.296511628,0.63372093,0.226744186,HSAI,consumer-discretionary
Hyliion Holdings Corp,226036240,2023,2,0.069018735,0.169724111,0.761257154,0.071428571,0.18,0.748571429,0.108571429,HYLN,consumer-discretionary
Innoviz Technologies Ltd.,294455520,2023,2,0.007290703,0.335497809,0.657211487,0.007352941,0.334558824,0.658088235,0.327205882,INVZ,consumer-discretionary
Kandi Technologies Group Inc,241860052,2023,2,0.039006309,0.200464763,0.760528928,0.042553191,0.204255319,0.753191489,0.161702128,KNDI,consumer-discretionary
Luminar Technologies,2214708067,2023,2,0.036034822,0.352899356,0.611065822,0.03892944,0.355231144,0.605839416,0.316301703,LAZR,consumer-discretionary
Lear Corporation,8361717575,2023,2,0.087053532,0.390122922,0.522823547,0.09,0.386666667,0.523333333,0.296666667,LEA,consumer-discretionary
"AEye, Inc.",49529760,2023,2,0.062850058,0.365859339,0.571290603,0.063953488,0.36627907,0.569767442,0.302325581,LIDR,consumer-discretionary
LKQ Corporation,13992631500,2023,2,0.123432274,0.318361971,0.558205755,0.127659574,0.316489362,0.555851064,0.188829787,LKQ,consumer-discretionary
Mobileye Global Inc.,27900076584,2023,2,0.051820936,0.270434468,0.677744596,0.055696203,0.273417722,0.670886076,0.217721519,MBLY,consumer-discretionary
Magna International Inc,15909798560,2023,2,0.050231734,0.318003738,0.631764528,0.054878049,0.317073171,0.62804878,0.262195122,MGA,consumer-discretionary
Miller Industries Inc,446999870,2023,2,0.044499873,0.336264938,0.619235188,0.04587156,0.330275229,0.623853211,0.28440367,MLR,consumer-discretionary
"Monro, Inc.",1065404726,2023,2,0.112346271,0.367328537,0.520325192,0.117154812,0.368200837,0.514644351,0.251046025,MNRO,consumer-discretionary
Modine Manufacturing Company,2238619956,2023,2,0.02982222,0.415912875,0.554264905,0.03202847,0.412811388,0.555160142,0.380782918,MOD,consumer-discretionary
"Motorcar Parts of America, Inc.",160830450,2023,2,0.191302548,0.240906295,0.567791157,0.197530864,0.238683128,0.563786008,0.041152263,MPAA,consumer-discretionary
PHINIA Inc.,1246800000,2023,2,0.036965439,0.337545617,0.625488944,0.040697674,0.337209302,0.622093023,0.296511628,PHIN,consumer-discretionary
Douglas Dynamics Inc,693197440,2023,2,0.101074099,0.386721548,0.512204353,0.103571429,0.378571429,0.517857143,0.275,PLOW,consumer-discretionary
QuantumScape Corporation,3070141303,2023,2,0.040363439,0.28446194,0.67517462,0.041984733,0.286259542,0.671755725,0.244274809,QS,consumer-discretionary
SES AI Corporation,728012451,2023,2,0.024973263,0.228950105,0.746076633,0.025974026,0.227272727,0.746753247,0.201298701,SES,consumer-discretionary
"Standard Motor Products, Inc.",792060430,2023,2,0.124046672,0.289299237,0.586654091,0.128027682,0.287197232,0.584775087,0.15916955,SMP,consumer-discretionary
"Stoneridge, Inc.",581631162,2023,2,0.045880276,0.501859628,0.452260095,0.048648649,0.497297297,0.454054054,0.448648649,SRI,consumer-discretionary
Superior Industries International,96846312,2023,2,0.123725686,0.343609071,0.532665242,0.129943503,0.338983051,0.531073446,0.209039548,SUP,consumer-discretionary
Sypris Solutions Inc,44542966,2023,2,0.093283783,0.488867356,0.417848861,0.096385542,0.487951807,0.415662651,0.391566265,SYPR,consumer-discretionary
Gentherm Inc,2017139564,2023,2,0.041009097,0.411153066,0.547837837,0.043478261,0.408695652,0.547826087,0.365217391,THRM,consumer-discretionary
Visteon Corp,3928957205,2023,2,0.077798662,0.451132316,0.471069022,0.080912863,0.446058091,0.473029046,0.365145228,VC,consumer-discretionary
"American Axle & Manufacturing Holdings, Inc.",848395000,2023,2,0.079004126,0.226751576,0.694244298,0.081784387,0.230483271,0.687732342,0.148698885,AXL,consumer-discretionary
BorgWarner Inc,9344451191,2023,2,0.071594553,0.285788176,0.642617271,0.07183908,0.287356322,0.640804598,0.215517241,BWA,consumer-discretionary
"China Automotive Systems, Inc.",130402224,2023,2,0.177049019,0.224667052,0.598283929,0.183206107,0.229007634,0.58778626,0.045801527,CAAS,consumer-discretionary
Westport Fuel Systems Inc,130530000,2023,2,0.057646017,0.385320537,0.557033446,0.058988764,0.382022472,0.558988764,0.323033708,WPRT,consumer-discretionary
"XPEL, Inc.",2277112345,2023,2,0.049964377,0.37217442,0.577861202,0.056939502,0.362989324,0.580071174,0.306049822,XPEL,consumer-discretionary
"Automatic Data Processing, Inc.",1.03739E+11,2023,2,0.115038764,0.344404645,0.54055659,0.115942029,0.3436853,0.540372671,0.227743271,ADP,industrials
DHI Group Inc,173595630,2023,2,0.153366519,0.212256393,0.634377088,0.156794425,0.216027875,0.6271777,0.059233449,DHX,industrials
"HireQuest, Inc.",261320000,2023,2,0.148601286,0.241481722,0.609916992,0.155115512,0.237623762,0.607260726,0.082508251,HQI,industrials
HireRight Holdings Corp,771601917,2023,2,0.043043241,0.30741649,0.649540268,0.045045045,0.309309309,0.645645646,0.264264264,HRT,industrials
Heidrick & Struggles International,542547684,2023,2,0.046569345,0.392661701,0.560768955,0.04743083,0.395256917,0.557312253,0.347826087,HSII,industrials
Hudson Global Inc,59708949,2023,2,0.130036173,0.153828634,0.716135193,0.127659574,0.159574468,0.712765957,0.031914894,HSON,industrials
GEE Group Inc,66574755,2023,2,0.053236215,0.296014727,0.650749058,0.054545455,0.296969697,0.648484848,0.242424242,JOB,industrials
Kelly Services A Inc,645785960,2023,2,0.122678893,0.25274752,0.624573587,0.12345679,0.255144033,0.621399177,0.131687243,KELYA,industrials
Kforce Inc,1233089606,2023,2,0.159756724,0.267971527,0.57227175,0.162921348,0.269662921,0.56741573,0.106741573,KFRC,industrials
Korn Ferry,2693061410,2023,2,0.153650181,0.256270064,0.590079755,0.158291457,0.253768844,0.587939698,0.095477387,KFY,industrials
ManpowerGroup Inc.,3877767090,2023,2,0.2315591,0.213618274,0.554822626,0.234273319,0.212581345,0.553145336,-0.021691974,MAN,industrials
